제목,영상 길이,조회수,업로드 날짜,영상 URL,주제 키워드
"로브맨 시즌 1,2 의 가이드 해설편",13:02,18K,2020-11-06,https://www.youtube.com/watch?v=G0HMZpNkWmo,"가이드, 해설, 시즌1, 시즌2"
